"Id","LocationNumber","OrganisationId","WasteContainerIsleId","FractionId","WasteContainerChangedTimeStamp","WasteContainerIsleChangedTimestamp","DateCreated","CreatedBy","DateModified","ModifiedBy","IsExcludedFromFractionFillLevelStatistics","DesignatedLocationTypeId"
"89585050-9af0-44c9-bef4-00799aae443b","1243HV24-171","83f9417c-6184-4063-a61a-e3a997433a5c","b156d58e-553f-4438-9aaa-f3e1f77079a6","85f3fbcd-84f5-4865-b166-be8f08c8c99b","6/25/2025 1:23:03 PM","1/15/2024 8:04:12 AM","1/15/2024 8:04:12 AM","r.markesteijn@gad.nl","6/25/2025 1:23:03 PM","m.broekhoff@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"7935fe5f-59d8-49f3-85bf-007cd0bf32d9","1243HV24-227","83f9417c-6184-4063-a61a-e3a997433a5c","b156d58e-553f-4438-9aaa-f3e1f77079a6","f1f46408-750d-4545-ae53-4e5ecd21161f","7/8/2024 5:57:21 AM","1/29/2024 11:40:14 AM","1/29/2024 11:40:14 AM","r.markesteijn@gad.nl","7/8/2024 5:57:22 AM","r.markesteijn@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"6cbb49c0-79f7-45a8-bc52-008e560e3b42","1211BG2B-5","83f9417c-6184-4063-a61a-e3a997433a5c","35c0a689-69c0-4efe-8aae-3bde434809f4","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","10/30/2023 8:49:02 AM","10/30/2023 8:49:02 AM","","10/30/2023 8:49:02 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"a04daca1-9231-4090-b5a4-00918b4d6adf","1251CK10-2","83f9417c-6184-4063-a61a-e3a997433a5c","3c9cb4da-699f-4727-9f5a-c69daafc6318","895215b7-ab8b-4e87-8ece-0aae33511554","6/28/2022 7:01:25 PM","7/20/2023 7:22:39 AM","5/3/2021 8:42:32 AM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"e1d8030d-830d-40d5-ae39-00a696c02dc5","1251WG48-2","83f9417c-6184-4063-a61a-e3a997433a5c","5ae2824e-ff8d-4c5e-819c-294da6891df1","dc8c616d-f059-496d-9505-69f8a267af4f","1/1/0001 12:00:00 AM","3/13/2024 8:32:12 AM","3/13/2024 8:32:12 AM","","3/13/2024 8:32:12 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"6ecfde22-7ae6-4307-ae22-00bc99ea66e4","1241AX1 1-2","83f9417c-6184-4063-a61a-e3a997433a5c","6ee4b138-fc80-4432-a21a-816b8874d3dd","7874a277-8a89-4e74-87c9-996695ba1169","5/16/2022 7:18:29 AM","7/20/2023 8:00:08 AM","6/10/2020 8:22:18 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"7489c07b-180f-42fb-8e22-0115ffb52ed6","1272NL66-2","83f9417c-6184-4063-a61a-e3a997433a5c","6057c019-a3da-44ac-b46c-b6238e882d1f","895215b7-ab8b-4e87-8ece-0aae33511554","6/15/2022 5:54:04 AM","6/13/2022 11:15:32 AM","6/13/2022 11:15:32 AM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"7e31457b-9452-456b-85c5-011b6a2aee74","1271XZ44-2","83f9417c-6184-4063-a61a-e3a997433a5c","2ca49591-75dc-4230-b8c0-4bfa287d3d88","dc8c616d-f059-496d-9505-69f8a267af4f","1/1/0001 12:00:00 AM","3/12/2024 11:33:07 AM","3/12/2024 11:33:07 AM","","3/12/2024 11:33:07 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"1c5288fd-60ab-40e3-a466-012e09beadc0","1222LD51-1","83f9417c-6184-4063-a61a-e3a997433a5c","f175e5de-af71-41e2-a0b5-9df09329f88d","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","2/28/2024 9:23:13 AM","2/28/2024 9:23:13 AM","","2/28/2024 9:23:13 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"d3cd6a31-5ba7-414f-a56a-01466cb00820","1411DL83-2","83f9417c-6184-4063-a61a-e3a997433a5c","94037886-bd03-4b71-b50c-ad1408f8ab4b","895215b7-ab8b-4e87-8ece-0aae33511554","8/24/2022 12:27:40 PM","7/20/2023 7:44:04 AM","6/10/2020 8:22:20 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"11da68b4-d8b2-4ab5-b322-014693fe7759","1403NW286-1","83f9417c-6184-4063-a61a-e3a997433a5c","a4a86f01-be7a-4505-aa4f-4a4e9f190fe4","f1f46408-750d-4545-ae53-4e5ecd21161f","3/22/2022 6:32:01 PM","7/20/2023 7:54:26 AM","6/10/2020 8:20:07 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"91bf076d-5747-4a27-8c90-01490bf5485d","1222KP86-4","83f9417c-6184-4063-a61a-e3a997433a5c","9ce83464-56cd-4467-abca-12bf3092d2c8","80c25a4d-fe10-44e4-abc5-60bd9cee080c","6/4/2025 11:07:11 AM","6/4/2025 11:07:11 AM","6/4/2025 11:07:11 AM","r.markesteijn@gad.nl","6/4/2025 11:07:11 AM","r.markesteijn@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"2cf441a0-0b12-4605-ba71-0154e636eae0","1243HV24-128","83f9417c-6184-4063-a61a-e3a997433a5c","b156d58e-553f-4438-9aaa-f3e1f77079a6","80c25a4d-fe10-44e4-abc5-60bd9cee080c","7/8/2024 5:58:11 AM","1/8/2024 10:20:02 AM","1/8/2024 10:20:02 AM","r.markesteijn@gad.nl","7/8/2024 5:58:11 AM","r.markesteijn@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"755a4d2a-7326-40ee-b771-01743e695e14","1411RA1-1","83f9417c-6184-4063-a61a-e3a997433a5c","2ea43167-65ab-4efa-84d4-6f0cbf092d8a","80c25a4d-fe10-44e4-abc5-60bd9cee080c","3/22/2022 6:32:05 PM","7/20/2023 7:55:47 AM","6/10/2020 8:20:07 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"639dc354-f4f0-4cc7-9714-018a26a02985","1222CL17-4","83f9417c-6184-4063-a61a-e3a997433a5c","563b7e5f-0c7f-4d2c-92c9-4b86a2e6e402","895215b7-ab8b-4e87-8ece-0aae33511554","6/28/2022 7:01:20 PM","7/20/2023 7:59:48 AM","5/3/2021 8:44:03 AM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"4bc04226-4fe3-48af-a066-019a7c09ae39","1221CD115-3","83f9417c-6184-4063-a61a-e3a997433a5c","e8d98abd-92bb-45bc-8235-ff1b7efb3834","85f3fbcd-84f5-4865-b166-be8f08c8c99b","3/22/2022 6:32:18 PM","7/20/2023 7:58:23 AM","5/12/2021 12:38:53 PM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"f4958b64-5f77-4af1-a902-019bd961fc24","1398KK2-4","83f9417c-6184-4063-a61a-e3a997433a5c","573e4a95-cf04-441d-94b3-25e2ebecf296","85f3fbcd-84f5-4865-b166-be8f08c8c99b","6/3/2024 11:57:49 AM","6/3/2024 11:57:49 AM","6/3/2024 11:57:49 AM","r.markesteijn@gad.nl","6/3/2024 11:57:49 AM","r.markesteijn@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"bfd6f5b8-e526-4843-992d-019c1f8f22fd","1243JA9-3","83f9417c-6184-4063-a61a-e3a997433a5c","0312abf6-8a83-4c8c-b839-450839003bca","49c1fa06-7371-4af9-83c8-a7fe232635fc","1/1/0001 12:00:00 AM","11/13/2023 8:23:34 AM","11/13/2023 8:23:34 AM","","11/13/2023 8:23:34 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"d08019a0-bd3b-4de2-a9c5-01bf132b0886","1243HV24-22","83f9417c-6184-4063-a61a-e3a997433a5c","b156d58e-553f-4438-9aaa-f3e1f77079a6","f1f46408-750d-4545-ae53-4e5ecd21161f","6/15/2023 8:05:34 AM","4/19/2022 6:52:00 AM","6/10/2020 8:20:07 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","B2848B50-73E6-40EA-A3FA-48DF35AC0F0B","","3ea1587b-0f31-4405-a02e-def61a24b606"
"df71dd16-cb36-4795-bfb6-01c75c6ee11d","1217RX18-6","83f9417c-6184-4063-a61a-e3a997433a5c","e97d72d6-3144-4e69-97b3-875253d00896","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","9/27/2023 7:11:19 AM","9/27/2023 7:11:19 AM","","9/27/2023 7:11:19 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"47b6e11f-7c59-44bb-ad08-01e49c17cdac","1403EA3A 1-1","83f9417c-6184-4063-a61a-e3a997433a5c","b01383a9-790e-45f2-acc4-840415573eb3","f1f46408-750d-4545-ae53-4e5ecd21161f","6/28/2022 7:01:21 PM","7/20/2023 8:00:48 AM","4/26/2021 11:45:54 AM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"a39674eb-05b8-4d47-abc9-01ef94547a14","1222NJ107-2","83f9417c-6184-4063-a61a-e3a997433a5c","1d5ee535-f1b9-41b7-8954-d277f8d52632","895215b7-ab8b-4e87-8ece-0aae33511554","3/22/2022 6:32:30 PM","7/20/2023 7:26:05 AM","6/10/2020 8:22:20 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"11616cb4-644a-4d32-ab9d-01f174b72749","1243HV24-228","83f9417c-6184-4063-a61a-e3a997433a5c","b156d58e-553f-4438-9aaa-f3e1f77079a6","f1f46408-750d-4545-ae53-4e5ecd21161f","6/25/2025 9:31:59 AM","1/29/2024 11:40:44 AM","1/29/2024 11:40:44 AM","m.broekhoff@gad.nl","6/25/2025 9:31:59 AM","m.broekhoff@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"adb1b7a6-1bb8-4ca6-9490-022882fb41ec","1251GK15-1","83f9417c-6184-4063-a61a-e3a997433a5c","4b02ba09-2385-41ce-a73b-807d680f8ed4","f1f46408-750d-4545-ae53-4e5ecd21161f","6/16/2022 8:38:58 AM","6/15/2022 6:09:55 AM","6/15/2022 6:09:54 AM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"79175fa8-bfe5-49c1-bb69-023b74d2cab0","1217AB7-1","83f9417c-6184-4063-a61a-e3a997433a5c","7c836424-0d90-4b0f-b168-274653cfccc6","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","2/27/2024 10:04:26 AM","2/27/2024 10:04:26 AM","","2/27/2024 10:04:26 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"8632ed34-4c96-4920-b9fd-02756c245a1b","1403JS100-4","83f9417c-6184-4063-a61a-e3a997433a5c","71fc29c8-ec88-4f34-a3cb-4b16d63c69e5","895215b7-ab8b-4e87-8ece-0aae33511554","3/22/2022 6:32:01 PM","7/20/2023 7:56:44 AM","6/10/2020 8:22:20 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"18c78b22-5cf7-4929-8b39-02921876afa9","1403KC100-2","83f9417c-6184-4063-a61a-e3a997433a5c","207fdb1b-1397-4f3e-b2ef-2bcd26daf4cc","85f3fbcd-84f5-4865-b166-be8f08c8c99b","3/22/2022 6:31:59 PM","7/20/2023 7:20:48 AM","6/10/2020 8:20:07 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"0669b59d-716a-4d72-bd75-02b65c12bbe0","1216EM29-1","83f9417c-6184-4063-a61a-e3a997433a5c","5afeebda-f3cf-4072-a13b-1dc4af95d086","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","2/29/2024 11:50:02 AM","2/29/2024 11:50:02 AM","","2/29/2024 11:50:02 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"9193219f-2661-4e10-8898-02baaa623bd7","1403NE69-1","83f9417c-6184-4063-a61a-e3a997433a5c","a0f2241a-2cb4-4a60-9a51-af2c1cc1017d","85f3fbcd-84f5-4865-b166-be8f08c8c99b","3/22/2022 6:32:11 PM","7/20/2023 7:37:59 AM","6/10/2020 8:20:07 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"c078feff-ccd6-44c5-b8f0-02bbb1475e37","1222BZ108-1","83f9417c-6184-4063-a61a-e3a997433a5c","fe4a4a9f-af8b-48d2-b35a-9f66ae58aa8c","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","2/28/2024 9:48:15 AM","2/28/2024 9:48:15 AM","","2/28/2024 9:48:15 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"768416d3-a291-42de-935a-02cc0efd9708","1222JW281-1","83f9417c-6184-4063-a61a-e3a997433a5c","5ad7e4f2-757b-47c1-8dfd-4f2591237358","7874a277-8a89-4e74-87c9-996695ba1169","3/22/2022 6:32:04 PM","7/20/2023 7:24:31 AM","4/22/2021 1:00:45 PM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"6fe00466-39ff-419e-9cc5-02cc59a5b4b1","1403BK50-1","83f9417c-6184-4063-a61a-e3a997433a5c","be8d107a-a675-4c11-9065-6a700add9e3d","80c25a4d-fe10-44e4-abc5-60bd9cee080c","2/26/2024 1:01:35 PM","2/26/2024 1:01:35 PM","2/26/2024 1:01:35 PM","","2/26/2024 1:01:35 PM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"0b4018b8-70ca-4346-866a-02cc5dc16ba4","1274SC16-3","83f9417c-6184-4063-a61a-e3a997433a5c","4e6dd115-34a2-4022-8b66-9bf920b0a341","f1f46408-750d-4545-ae53-4e5ecd21161f","7/4/2022 10:34:15 AM","7/20/2023 7:39:02 AM","6/10/2020 8:22:19 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"03b5a5c7-085d-4230-a0ac-02e27c72f555","1273JZ56-2","83f9417c-6184-4063-a61a-e3a997433a5c","7407f081-3ead-4dc4-81a5-b8ea298ae2f8","f1f46408-750d-4545-ae53-4e5ecd21161f","3/22/2022 6:32:16 PM","7/20/2023 7:41:40 AM","6/10/2020 8:22:19 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"6c146107-18c0-43d8-893a-0310843f166a","1273HX28-2","83f9417c-6184-4063-a61a-e3a997433a5c","54360ba3-d19a-4666-8c57-01e878c2cc6b","895215b7-ab8b-4e87-8ece-0aae33511554","6/28/2022 7:01:14 PM","7/20/2023 7:47:02 AM","6/10/2020 8:22:20 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"a19f2c20-b425-4fc6-95e5-0312985d2592","1211KB1A-5","83f9417c-6184-4063-a61a-e3a997433a5c","ef1e3dcf-d2e9-4113-838b-8c30df0ab8b3","dc8c616d-f059-496d-9505-69f8a267af4f","1/1/0001 12:00:00 AM","3/12/2024 9:53:32 AM","3/12/2024 9:53:32 AM","","3/12/2024 9:53:32 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"df021298-ebf3-4733-943b-03184081fa7d","1251TC27-2","83f9417c-6184-4063-a61a-e3a997433a5c","4b3e84e5-de8f-4418-b922-19523706b6ab","895215b7-ab8b-4e87-8ece-0aae33511554","6/28/2022 7:01:14 PM","6/28/2022 7:01:14 PM","6/10/2020 8:22:19 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"985f9b42-388f-40d7-a0f3-0352de069a9a","1261TG27-1","83f9417c-6184-4063-a61a-e3a997433a5c","1f3a7774-ba05-4489-b981-8f369761a6c0","f1f46408-750d-4545-ae53-4e5ecd21161f","3/22/2022 6:32:14 PM","7/20/2023 7:25:08 AM","6/10/2020 8:20:08 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"f463fb35-8c96-4c7b-8c44-038ffee52fe7","1243HV24-162","83f9417c-6184-4063-a61a-e3a997433a5c","b156d58e-553f-4438-9aaa-f3e1f77079a6","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","1/8/2024 11:01:40 AM","1/8/2024 11:01:40 AM","","1/8/2024 11:01:40 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"b8c96c7d-243a-4ba7-bdde-039d68b28cb2","1211GT27-2","83f9417c-6184-4063-a61a-e3a997433a5c","4649d0ae-87fa-420e-9bde-4c0f93ead374","7874a277-8a89-4e74-87c9-996695ba1169","3/22/2022 6:32:01 PM","7/20/2023 7:54:44 AM","6/10/2020 8:22:18 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"61d56d8d-3eb9-4b30-8f03-03b105cda1f1","1222CD11-1","83f9417c-6184-4063-a61a-e3a997433a5c","4ede1604-27a7-4296-bd72-b9514040d1b8","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","2/27/2024 10:28:05 AM","2/27/2024 10:28:05 AM","","2/27/2024 10:28:05 AM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"8eb0e98c-315b-4b2c-a216-03b139f96705","1411GG1A 1-3","83f9417c-6184-4063-a61a-e3a997433a5c","ba1b102f-c374-47f6-9e43-d8a5c690c5e1","dc8c616d-f059-496d-9505-69f8a267af4f","1/1/0001 12:00:00 AM","3/13/2024 12:40:32 PM","3/13/2024 12:40:32 PM","","3/13/2024 12:40:32 PM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"3c3952d9-2122-4b8a-9bea-03c89d0e4e31","1403NE61-3","83f9417c-6184-4063-a61a-e3a997433a5c","91406d2e-6b70-482e-8873-247bcbe47f7d","895215b7-ab8b-4e87-8ece-0aae33511554","3/22/2022 6:31:58 PM","12/9/2021 10:52:05 AM","6/10/2020 8:22:19 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"ab5a739e-f5b5-4fd2-8ef2-03ca64fb4758","1218GW8-2","83f9417c-6184-4063-a61a-e3a997433a5c","bd67b861-8ca6-4f5b-b76c-ad46dcc1d9cb","895215b7-ab8b-4e87-8ece-0aae33511554","1/1/0001 12:00:00 AM","1/20/2025 9:11:11 AM","1/20/2025 9:11:11 AM","r.markesteijn@gad.nl","1/20/2025 9:11:11 AM","r.markesteijn@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"d28967bd-1229-4220-868c-03ca89dcdf99","1222AB8-87","83f9417c-6184-4063-a61a-e3a997433a5c","308a514c-ade6-48f7-8dd0-1ca95f9512c7","80c25a4d-fe10-44e4-abc5-60bd9cee080c","2/13/2025 9:45:03 AM","2/13/2025 9:45:04 AM","2/13/2025 9:45:04 AM","r.markesteijn@gad.nl","2/13/2025 9:45:04 AM","r.markesteijn@gad.nl","","3ea1587b-0f31-4405-a02e-def61a24b606"
"f33538c4-ff72-4686-8721-03cd82e66966","1401NN1-1","83f9417c-6184-4063-a61a-e3a997433a5c","58c352e8-e203-4053-a404-627e77c54706","80c25a4d-fe10-44e4-abc5-60bd9cee080c","1/1/0001 12:00:00 AM","2/26/2024 12:34:19 PM","2/26/2024 12:34:19 PM","","2/26/2024 12:34:19 PM","","","3ea1587b-0f31-4405-a02e-def61a24b606"
"0e02c987-4747-46ad-9f13-03f6f061c038","1404GB115A 1-2","83f9417c-6184-4063-a61a-e3a997433a5c","14a72137-2ef1-4bc7-bab7-2366731e0c1c","895215b7-ab8b-4e87-8ece-0aae33511554","6/28/2022 7:01:16 PM","6/28/2022 7:01:16 PM","2/10/2022 12:31:57 PM","C6AD9B84-4D39-46BB-978C-FDA1393324B5","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
"894418cb-fe32-4fc2-ba3c-03f826d0bbb1","1398DC46-3","83f9417c-6184-4063-a61a-e3a997433a5c","ae1f132e-7dbe-4f02-b79b-cd7a9a803247","85f3fbcd-84f5-4865-b166-be8f08c8c99b","3/22/2022 6:32:13 PM","7/20/2023 7:39:59 AM","6/10/2020 8:20:07 AM","F5182E83-F24D-487A-9615-0206F2061775","7/20/2023 8:32:15 AM","f5182e83-f24d-487a-9615-0206f2061775","","3ea1587b-0f31-4405-a02e-def61a24b606"
